Mod:Item:MetaData, Localized Name
BiblioCraft:item.AtlasBook:0, Atlas
BiblioCraft:item.AtlasPlate, Atlas Plate
BiblioCraft:item.DeathCompass, Eternal Compass
BiblioCraft:item.PaintingCanvas, Painting Canvas
BiblioCraft:item.BigBook, Big Writing Book
BiblioCraft:item.RecipeBook, Empty Recipe Book
BiblioCraft:item.SlottedBook, Slotted Book
BiblioCraft:item.HandDrill, Hand Drill
BiblioCraft:item.tapeMeasure, Tape Measure
BiblioCraft:item.tape, Tape Measure Reel
BiblioCraft:item.BiblioChase, Print Press Chase
BiblioCraft:item.PrintPlate, Print Press Plate
BiblioCraft:item.EnchantedPlate, Enchanted Plate
BiblioCraft:item.BiblioRedBook, Redstone: Volume I
BiblioCraft:item.BiblioGlasses:0, Reading Glasses
BiblioCraft:item.BiblioGlasses:1, Tinted Glasses
BiblioCraft:item.BiblioGlasses:2, Monocle
BiblioCraft:item.BiblioDrill, Screw Gun
BiblioCraft:item.BiblioCreativeLock, Lock and Key
BiblioCraft:item.BiblioClipboard, Clipboard
BiblioCraft:item.seatBack:0, Oak Seat Back
BiblioCraft:item.seatBack:1, Spruce Seat Back
BiblioCraft:item.seatBack:2, Birch Seat Back
BiblioCraft:item.seatBack:3, Jungle Seat Back
BiblioCraft:item.seatBack:4, Acacia Seat Back
BiblioCraft:item.seatBack:5, Dark Oak Seat Back
BiblioCraft:item.seatBack:6, Framed Seat Back
BiblioCraft:item.seatBack2:0, Oak Seat Back
BiblioCraft:item.seatBack2:1, Spruce Seat Back
BiblioCraft:item.seatBack2:2, Birch Seat Back
BiblioCraft:item.seatBack2:3, Jungle Seat Back
BiblioCraft:item.seatBack2:4, Acacia Seat Back
BiblioCraft:item.seatBack2:5, Dark Oak Seat Back
BiblioCraft:item.seatBack2:6, Framed Seat Back
BiblioCraft:item.seatBack3:0, Oak Seat Back
BiblioCraft:item.seatBack3:1, Spruce Seat Back
BiblioCraft:item.seatBack3:2, Birch Seat Back
BiblioCraft:item.seatBack3:3, Jungle Seat Back
BiblioCraft:item.seatBack3:4, Acacia Seat Back
BiblioCraft:item.seatBack3:5, Dark Oak Seat Back
BiblioCraft:item.seatBack3:6, Framed Seat Back
BiblioCraft:item.seatBack4:0, Oak Seat Back
BiblioCraft:item.seatBack4:1, Spruce Seat Back
BiblioCraft:item.seatBack4:2, Birch Seat Back
BiblioCraft:item.seatBack4:3, Jungle Seat Back
BiblioCraft:item.seatBack4:4, Acacia Seat Back
BiblioCraft:item.seatBack4:5, Dark Oak Seat Back
BiblioCraft:item.seatBack4:6, Framed Seat Back
BiblioCraft:item.seatBack5:0, Oak Seat Back
BiblioCraft:item.seatBack5:1, Spruce Seat Back
BiblioCraft:item.seatBack5:2, Birch Seat Back
BiblioCraft:item.seatBack5:3, Jungle Seat Back
BiblioCraft:item.seatBack5:4, Acacia Seat Back
BiblioCraft:item.seatBack5:5, Dark Oak Seat Back
BiblioCraft:item.seatBack5:6, Framed Seat Back
BiblioCraft:item.BiblioMapTool, Drafting Compass
BiblioCraft:item.BiblioWayPointCompass, Waypoint Compass
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
Natura:natura.spawnegg:0, Spawn Imp
Natura:natura.spawnegg:1, Spawn Heatscar Spider
Natura:natura.spawnegg:2, Spawn Nitro Creeper
Natura:natura.spawnegg:3, Spawn Baby Heatscar Spider
Natura:barleyFood:0, Barley
Natura:barleyFood:1, Barley Flour
Natura:barleyFood:2, Wheat Flour
Natura:barleyFood:3, Cotton
Natura:barleyFood:4, Sulfur
Natura:barleyFood:5, Ghostwood Fletching
Natura:barleyFood:6, Imp Leather
Natura:barleyFood:7, Flamestring
Natura:barleyFood:8, Blue Dye
Natura:barley.seed:0, Barley Seeds
Natura:barley.seed:1, Cotton Seeds
Natura:waterdrop, Cactus Juice
Natura:wheatBag, Wheat Seed Bag
Natura:barleyBag, Barley Seed Bag
Natura:potatoBag, Potato Bag
Natura:carrotBag, Carrot Bag
Natura:wartBag, Nether Wart Bag
Natura:cottonBag, Cotton Seed Bag
Natura:boneBag, Bonemeal Bag
Natura:berry.nether:0, Blightberry
Natura:berry.nether:1, Duskberry
Natura:berry.nether:2, Skyberry
Natura:berry.nether:3, Stingberry
Natura:berry:0, Raspberry
Natura:berry:1, Blueberry
Natura:berry:2, Blackberry
Natura:berry:3, Maloberry
Natura:berryMedley:0, Berry Medley
Natura:saguaro.fruit, Saguaro Fruit
Natura:redwoodDoorItem:0, Redwood Door
Natura:redwoodDoorItem:1, Eucalyptus Door
Natura:redwoodDoorItem:2, Hopseed Door
Natura:redwoodDoorItem:3, Sakura Door
Natura:redwoodDoorItem:4, Ghostwood Door
Natura:redwoodDoorItem:5, Bloodwood Door
Natura:redwoodDoorItem:6, Redwood Bark Door
Natura:Natura.netherfood:0, Potash Apple
Natura:natura.stick:0, Stick
Natura:natura.stick:1, Stick
Natura:natura.stick:2, Stick
Natura:natura.stick:3, Stick
Natura:natura.stick:4, Stick
Natura:natura.stick:5, Stick
Natura:natura.stick:6, Stick
Natura:natura.stick:7, Stick
Natura:natura.stick:8, Stick
Natura:natura.stick:9, Stick
Natura:natura.stick:10, Stick
Natura:natura.stick:11, Stick
Natura:natura.stick:12, Stick
Natura:natura.sword.ghostwood, Ghostwood Sword
Natura:natura.pickaxe.ghostwood, Ghostwood Pickaxe
Natura:natura.shovel.ghostwood, Ghostwood Shovel
Natura:natura.axe.ghostwood, Ghostwood Hatchet
Natura:natura.sword.bloodwood, Bloodwood Sword
Natura:natura.pickaxe.bloodwood, Bloodwood Pickaxe
Natura:natura.shovel.bloodwood, Bloodwood Shovel
Natura:natura.axe.bloodwood, Bloodwood Hatchet
Natura:natura.sword.darkwood, Darkwood Sword
Natura:natura.pickaxe.darkwood, Darkwood Pickaxe
Natura:natura.shovel.darkwood, Darkwood Shovel
Natura:natura.axe.darkwood, Darkwood Hatchet
Natura:natura.sword.fusewood, Fusewood Sword
Natura:natura.pickaxe.fusewood, Fusewood Pickaxe
Natura:natura.shovel.fusewood, Fusewood Shovel
Natura:natura.axe.fusewood, Fusewood Hatchet
Natura:natura.sword.netherquartz, Quartz Sword
Natura:natura.pickaxe.netherquartz, Quartz Pickaxe
Natura:natura.shovel.netherquartz, Quartz Shovel
Natura:natura.axe.netherquartz, Quartz Hatchet
Natura:natura.kama.netherquartz, Quartz Kama
Natura:natura.kama.ghostwood, Ghostwood Kama
Natura:natura.kama.bloodwood, Bloodwood Kama
Natura:natura.kama.darkwood, Darkwood Kama
Natura:natura.kama.fusewood, Fusewood Kama
Natura:natura.bow.ghostwood, Ghostwood Bow
Natura:natura.bow.bloodwood, Bloodwood Bow
Natura:natura.bow.darkwood, Darkwood Bow
Natura:natura.bow.fusewood, Fusewood Bow
Natura:natura.armor.imphelmet, Impskin Helmet
Natura:natura.armor.impjerkin, Impskin Jerkin
Natura:natura.armor.impleggings, Impskin Leggings
Natura:natura.armor.impboots, Impskin Boots
Natura:natura.flintandblaze, Flint and Blaze
Natura:impmeat:0, Raw Imphide
Natura:impmeat:1, Cooked Imphide
Natura:natura.emptybowl, item.natura.emptybowl.name
Natura:natura.stewbowl, item.natura.stewbowl.name
BiblioWoodsNatura:seatBack1:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack1:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack1:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack1:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack1:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack1:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack1:6, Maple Seat Back
BiblioWoodsNatura:seatBack1:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack1:8, Redwood Seat Back
BiblioWoodsNatura:seatBack1:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack1:10, Sakura Seat Back
BiblioWoodsNatura:seatBack1:11, Tiger Seat Back
BiblioWoodsNatura:seatBack1:12, Willow Seat Back
BiblioWoodsNatura:seatBack2:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack2:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack2:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack2:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack2:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack2:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack2:6, Maple Seat Back
BiblioWoodsNatura:seatBack2:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack2:8, Redwood Seat Back
BiblioWoodsNatura:seatBack2:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack2:10, Sakura Seat Back
BiblioWoodsNatura:seatBack2:11, Tiger Seat Back
BiblioWoodsNatura:seatBack2:12, Willow Seat Back
BiblioWoodsNatura:seatBack3:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack3:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack3:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack3:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack3:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack3:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack3:6, Maple Seat Back
BiblioWoodsNatura:seatBack3:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack3:8, Redwood Seat Back
BiblioWoodsNatura:seatBack3:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack3:10, Sakura Seat Back
BiblioWoodsNatura:seatBack3:11, Tiger Seat Back
BiblioWoodsNatura:seatBack3:12, Willow Seat Back
BiblioWoodsNatura:seatBack4:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack4:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack4:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack4:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack4:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack4:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack4:6, Maple Seat Back
BiblioWoodsNatura:seatBack4:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack4:8, Redwood Seat Back
BiblioWoodsNatura:seatBack4:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack4:10, Sakura Seat Back
BiblioWoodsNatura:seatBack4:11, Tiger Seat Back
BiblioWoodsNatura:seatBack4:12, Willow Seat Back
BiblioWoodsNatura:seatBack5:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack5:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack5:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack5:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack5:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack5:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack5:6, Maple Seat Back
BiblioWoodsNatura:seatBack5:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack5:8, Redwood Seat Back
BiblioWoodsNatura:seatBack5:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack5:10, Sakura Seat Back
BiblioWoodsNatura:seatBack5:11, Tiger Seat Back
BiblioWoodsNatura:seatBack5:12, Willow Seat Back
malisisdoors:item.door_acacia, Acacia Door
malisisdoors:item.door_birch, Birch Door
malisisdoors:item.door_dark_oak, Dark Oak Door
malisisdoors:item.door_jungle, Jungle Door
malisisdoors:item.door_spruce, Spruce Door
malisisdoors:item.wood_sliding_door, Wooden Glass Door
malisisdoors:item.iron_sliding_door, Iron Glass Door
malisisdoors:item.jail_door, Jail Door
malisisdoors:item.laboratory_door, Laboratory Door
malisisdoors:item.factory_door, Factory Door
malisisdoors:item.shoji_door, Shoji Door
malisisdoors:item.curtain_black, Black Curtain
malisisdoors:item.curtain_red, Red Curtain
malisisdoors:item.curtain_green, Green Curtain
malisisdoors:item.curtain_brown, Brown Curtain
malisisdoors:item.curtain_blue, Blue Curtain
malisisdoors:item.curtain_purple, Purple Curtain
malisisdoors:item.curtain_cyan, Cyan Curtain
malisisdoors:item.curtain_silver, SilverCurtain
malisisdoors:item.curtain_gray, Gray Curtain
malisisdoors:item.curtain_pink, Pink Curtain
malisisdoors:item.curtain_lime, Lime Curtain
malisisdoors:item.curtain_yellow, Yellow Curtain
malisisdoors:item.curtain_light_blue, Light Blue Curtain
malisisdoors:item.curtain_magenta, Magenta Curtain
malisisdoors:item.curtain_orange, Orange Curtain
malisisdoors:item.curtain_white, White Curtain
malisisdoors:item.saloon, Saloon Door
malisisdoors:item.custom_door, Custom Door
malisisdoors:item.rustyHandle, Rusty Handle
malisisdoors:item.forcefieldItem, Forcefield Controller
BrainStoneMod:brainStoneDust, Brain Stone Dust
BrainStoneMod:brainProcessor, Brain Processor
BrainStoneMod:brainStoneSword, Brain Stone Sword
BrainStoneMod:brainStoneShovel, Brain Stone Shovel
BrainStoneMod:brainStonePickaxe, Brain Stone Pickaxe
BrainStoneMod:brainStoneAxe, Brain Stone Axe
BrainStoneMod:brainStoneHoe, Brain Stone Hoe
BrainStoneMod:brainStoneHelmet, Brain Stone Helmet
BrainStoneMod:brainStonePlate, Brain Stone Chestplate
BrainStoneMod:brainStoneLeggings, Brain Stone Leggings
BrainStoneMod:brainStoneBoots, Brain Stone Boots
BuildCraft|Core:wrenchItem, Wrench
BuildCraft|Core:mapLocation, Map Location
BuildCraft|Core:list:0, List
BuildCraft|Core:list:1, List
BuildCraft|Core:debugger, Debugger
BuildCraft|Core:woodenGearItem, Wood Gear
BuildCraft|Core:stoneGearItem, Stone Gear
BuildCraft|Core:ironGearItem, Iron Gear
BuildCraft|Core:goldGearItem, Gold Gear
BuildCraft|Core:diamondGearItem, Diamond Gear
BuildCraft|Core:paintbrush, Paintbrush
BuildCraft|Builders:templateItem, Template
BuildCraft|Builders:blueprintItem, Blueprint
BuildCraft|Transport:pipeWaterproof, Pipe Sealant
BuildCraft|Transport:item.buildcraftPipe.pipeitemswood:0, Wooden Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemerald:0, Emerald Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemscobblestone:0, Cobblestone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstone:0, Stone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsquartz:0, Quartz Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsiron:0, Iron Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsgold:0, Golden Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdiamond:0, Diamond Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsobsidian:0, Obsidian Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemslapis:0, Lazuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdaizuli:0, Daizuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemssandstone:0, Sandstone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsvoid:0, Void Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemzuli:0, Emzuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstripes:0, Stripes Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsclay:0, Clay Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidswood:0, Wooden Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidscobblestone:0, Cobblestone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsstone:0, Stone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsquartz:0, Quartz Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsiron:0, Iron Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsgold:0, Golden Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsemerald:0, Emerald Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsdiamond:0, Diamond Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidssandstone:0, Sandstone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsvoid:0, Void Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsclay:0, Clay Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerwood:0, Wooden Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowercobblestone:0, Cobblestone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerstone:0, Stone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerquartz:0, Quartz Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweriron:0, Iron Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowergold:0, Golden Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerdiamond:0, Diamond Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweremerald:0, Emerald Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowersandstone:0, Sandstone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipestructurecobblestone:0, Cobblestone Structure Pipe
BuildCraft|Transport:pipeWire:0, Red Pipe Wire
BuildCraft|Transport:pipeWire:1, Blue Pipe Wire
BuildCraft|Transport:pipeWire:2, Green Pipe Wire
BuildCraft|Transport:pipeWire:3, Yellow Pipe Wire
BuildCraft|Transport:pipeGate, item.pipeGate.name
BuildCraft|Transport:pipePlug, item.pipePlug.name
BuildCraft|Transport:pipeLens:0, Lens (Black)
BuildCraft|Transport:pipeLens:1, Lens (Red)
BuildCraft|Transport:pipeLens:2, Lens (Green)
BuildCraft|Transport:pipeLens:3, Lens (Brown)
BuildCraft|Transport:pipeLens:4, Lens (Blue)
BuildCraft|Transport:pipeLens:5, Lens (Purple)
BuildCraft|Transport:pipeLens:6, Lens (Cyan)
BuildCraft|Transport:pipeLens:7, Lens (Light Gray)
BuildCraft|Transport:pipeLens:8, Lens (Gray)
BuildCraft|Transport:pipeLens:9, Lens (Pink)
BuildCraft|Transport:pipeLens:10, Lens (Lime)
BuildCraft|Transport:pipeLens:11, Lens (Yellow)
BuildCraft|Transport:pipeLens:12, Lens (Light Blue)
BuildCraft|Transport:pipeLens:13, Lens (Magenta)
BuildCraft|Transport:pipeLens:14, Lens (Orange)
BuildCraft|Transport:pipeLens:15, Lens (White)
BuildCraft|Transport:pipeLens:16, Filter (Black)
BuildCraft|Transport:pipeLens:17, Filter (Red)
BuildCraft|Transport:pipeLens:18, Filter (Green)
BuildCraft|Transport:pipeLens:19, Filter (Brown)
BuildCraft|Transport:pipeLens:20, Filter (Blue)
BuildCraft|Transport:pipeLens:21, Filter (Purple)
BuildCraft|Transport:pipeLens:22, Filter (Cyan)
BuildCraft|Transport:pipeLens:23, Filter (Light Gray)
BuildCraft|Transport:pipeLens:24, Filter (Gray)
BuildCraft|Transport:pipeLens:25, Filter (Pink)
BuildCraft|Transport:pipeLens:26, Filter (Lime)
BuildCraft|Transport:pipeLens:27, Filter (Yellow)
BuildCraft|Transport:pipeLens:28, Filter (Light Blue)
BuildCraft|Transport:pipeLens:29, Filter (Magenta)
BuildCraft|Transport:pipeLens:30, Filter (Orange)
BuildCraft|Transport:pipeLens:31, Filter (White)
BuildCraft|Transport:pipeLens:32, Lens (Clear)
BuildCraft|Transport:pipeLens:33, Filter (Clear)
BuildCraft|Transport:pipePowerAdapter, item.pipePowerAdapter.name
BuildCraft|Transport:gateCopier, Gate Copier
BuildCraft|Energy:bucketOil, Oil Bucket
BuildCraft|Energy:bucketFuel, Fuel Bucket
BuildCraft|Silicon:redstoneChipset:0, Redstone Chipset
BuildCraft|Silicon:redstoneChipset:1, Iron Chipset
BuildCraft|Silicon:redstoneChipset:2, Golden Chipset
BuildCraft|Silicon:redstoneChipset:3, Diamond Chipset
BuildCraft|Silicon:redstoneChipset:4, Pulsating Chipset
BuildCraft|Silicon:redstoneChipset:5, Quartz Chipset
BuildCraft|Silicon:redstoneChipset:6, Redstone Comp Chipset
BuildCraft|Silicon:redstoneChipset:7, Emerald Chipset
BuildCraft|Silicon:package, Package
BuildCraft|Silicon:redstoneCrystal, Redstone Crystal
BuildCraft|Robotics:robot, Robot
BuildCraft|Robotics:robotStation, item.robotStation.name
BuildCraft|Robotics:redstone_board, Redstone Board
Railcraft:fluid.creosote.bucket, Creosote Bucket
Railcraft:fluid.creosote.bottle, Creosote Bottle
Railcraft:fluid.creosote.can, Creosote Can
Railcraft:fluid.creosote.cell, Creosote Cell
Railcraft:fluid.creosote.wax, Creosote Capsule
Railcraft:fluid.creosote.refactory, Creosote Capsule
Railcraft:fluid.steam.bottle, Steam Bottle
Railcraft:tool.crowbar, Crowbar
Railcraft:tool.crowbar.reinforced, Reinforced Crowbar
Railcraft:tool.magnifying.glass, Magnifying Glass
Railcraft:armor.goggles, Trackman's Goggles
Railcraft:part.circuit:0, Controller Circuit
Railcraft:part.circuit:1, Receiver Circuit
Railcraft:part.circuit:2, Signal Circuit
Railcraft:tool.steel.shears, Steel Shears
Railcraft:tool.steel.sword, Steel Sword
Railcraft:tool.steel.shovel, Steel Shovel
Railcraft:tool.steel.pickaxe, Steel Pickaxe
Railcraft:tool.steel.axe, Steel Axe
Railcraft:tool.steel.hoe, Steel Hoe
Railcraft:armor.steel.helmet, Steel Helmet
Railcraft:armor.steel.plate, Steel Chestplate
Railcraft:armor.steel.legs, Steel Leggings
Railcraft:armor.steel.boots, Steel Boots
Railcraft:armor.overalls, Engineer's Overalls
Railcraft:nugget:0, Iron Nugget
Railcraft:nugget:1, Steel Nugget
Railcraft:nugget:2, Copper Nugget
Railcraft:nugget:3, Tin Nugget
Railcraft:nugget:4, Lead Nugget
Railcraft:ingot:0, Steel Ingot
Railcraft:ingot:1, Copper Ingot
Railcraft:ingot:2, Tin Ingot
Railcraft:ingot:3, Lead Ingot
Railcraft:part.railbed:0, Wooden Railbed
Railcraft:part.railbed:1, Stone Railbed
Railcraft:part.tie:0, Wooden Tie
Railcraft:part.tie:1, Stone Tie
Railcraft:part.rebar, Rebar
Railcraft:part.rail:0, Standard Rail
Railcraft:part.rail:1, Advanced Rail
Railcraft:part.rail:2, Wooden Rail
Railcraft:part.rail:3, H.S. Rail
Railcraft:part.rail:4, Reinforced Rail
Railcraft:part.rail:5, Electric Rail
Railcraft:fuel.coke, Coal Coke
Railcraft:part.plate:0, Iron Plate
Railcraft:part.plate:1, Steel Plate
Railcraft:part.plate:2, Tin Plate
Railcraft:part.plate:3, Copper Plate
Railcraft:dust:0, Obsidian Dust
Railcraft:dust:1, Sulfur
Railcraft:dust:2, Saltpeter
Railcraft:dust:3, Charcoal Dust
Railcraft:part.gear:0, Gold-Plate Gear
Railcraft:part.gear:1, Iron Gear
Railcraft:part.gear:2, Steel Gear
Railcraft:part.gear:3, Tin Gear Bushing
Railcraft:cart.tnt.wood:0, Wooden TNT Cart
Railcraft:cart.work:0, Work Cart
Railcraft:tool.surveyor:0, Signal Block Surveyor
Railcraft:tool.signal.tuner:0, Signal Tuner
Railcraft:tool.signal.label, Signal Label
Railcraft:part.signal.lamp, Signal Lamp
Railcraft:part.bleached.clay, Bleached Clay
Railcraft:cart.bore:0, Tunnel Bore
Railcraft:borehead.diamond, Diamond Bore Head
Railcraft:borehead.steel, Steel Bore Head
Railcraft:borehead.iron, Iron Bore Head
Railcraft:cart.track.relayer:0, Track Relayer Cart
Railcraft:cart.undercutter:0, Undercutter Cart
Railcraft:cart.track.layer:0, Track Layer Cart
Railcraft:cart.track.remover:0, Track Remover Cart
Railcraft:cart.tank:0, Tank Cart
Railcraft:cart.cargo:0, Cargo Cart
Railcraft:cart.anchor:0, Anchor Cart
Railcraft:cart.anchor.personal:0, Personal Anchor Cart
Railcraft:cart.anchor.admin:0, Admin Anchor Cart
Railcraft:cart.pumpkin:0, Pumpkin Cart
Railcraft:cart.gift:0, Gift Cart
Railcraft:tool.whistle.tuner, Whistle Tuner
Railcraft:routing.table, Routing Table
Railcraft:routing.ticket.gold, Golden Railway Ticket
Railcraft:routing.ticket, Railway Ticket
Railcraft:emblem, Emblem
Railcraft:firestone.raw, Raw Firestone
Railcraft:firestone.cut, Cut Firestone
Railcraft:firestone.refined, Refined Firestone
Railcraft:firestone.cracked, Cracked Firestone
Railcraft:tool.electric.meter, Electric Meter
Railcraft:part.turbine.rotor, Turbine Rotor
Railcraft:part.turbine.disk, Turbine Disk
Railcraft:part.turbine.blade, Turbine Blade
TwilightForest:item.nagaScale, Naga Scale
TwilightForest:item.plateNaga, Naga Scale Tunic
TwilightForest:item.legsNaga, Naga Scale Leggings
TwilightForest:item.scepterTwilight, Scepter of Twilight
TwilightForest:item.scepterLifeDrain, Scepter of Life Draining
TwilightForest:item.scepterZombie, Zombie Scepter
TwilightForest:item.oreMeter, Ore Meter [WIP]
TwilightForest:item.magicMap:0, Magic Map #0
TwilightForest:item.mazeMap:0, Maze Map #0
TwilightForest:item.oreMap:0, Maze/Ore Map #0
TwilightForest:item.tfFeather, Raven's Feather
TwilightForest:item.magicMapFocus, Magic Map Focus
TwilightForest:item.mazeMapFocus, Maze Map Focus
TwilightForest:item.liveRoot, Liveroot
TwilightForest:item.ironwoodRaw, Raw Ironwood Materials
TwilightForest:item.ironwoodIngot, Ironwood Ingot
TwilightForest:item.ironwoodHelm, Ironwood Helm
TwilightForest:item.ironwoodPlate, Ironwood Plate
TwilightForest:item.ironwoodLegs, Ironwood Legs
TwilightForest:item.ironwoodBoots, Ironwood Boots
TwilightForest:item.ironwoodSword, Ironwood Sword
TwilightForest:item.ironwoodShovel, Ironwood Shovel
TwilightForest:item.ironwoodPick, Ironwood Pick
TwilightForest:item.ironwoodAxe, Ironwood Axe
TwilightForest:item.ironwoodHoe, Ironwood Hoe
TwilightForest:item.torchberries, Torchberries
TwilightForest:item.venisonRaw, Raw Venison
TwilightForest:item.venisonCooked, Venison Steak
TwilightForest:item.hydraChop, Hydra Chop
TwilightForest:item.fieryBlood, Fiery Blood
TwilightForest:item.trophy:0, Hydra Trophy
TwilightForest:item.trophy:1, Naga Trophy
TwilightForest:item.trophy:2, Lich Trophy
TwilightForest:item.trophy:3, Ur-ghast Trophy
TwilightForest:item.trophy:4, Snow Queen Trophy
TwilightForest:item.fieryIngot, Fiery Ingot
TwilightForest:item.fieryHelm, Fiery Helm
TwilightForest:item.fieryPlate, Fiery Plate
TwilightForest:item.fieryLegs, Fiery Legs
TwilightForest:item.fieryBoots, Fiery Boots
TwilightForest:item.fierySword, Fiery Sword
TwilightForest:item.fieryPick, Fiery Pick
TwilightForest:item.steeleafIngot, Steeleaf
TwilightForest:item.steeleafHelm, Steeleaf Helm
TwilightForest:item.steeleafPlate, Steeleaf Plate
TwilightForest:item.steeleafLegs, Steeleaf Legs
TwilightForest:item.steeleafBoots, Steeleaf Boots
TwilightForest:item.steeleafSword, Steeleaf Sword
TwilightForest:item.steeleafShovel, Steeleaf Shovel
TwilightForest:item.steeleafPick, Steeleaf Pick
TwilightForest:item.steeleafAxe, Steeleaf Axe
TwilightForest:item.steeleafHoe, Steeleaf Hoe
TwilightForest:item.minotaurAxe, Minotaur Axe
TwilightForest:item.mazebreakerPick, Mazebreaker
TwilightForest:item.transformPowder, Transformation Powder
TwilightForest:item.meefRaw, Raw Meef
TwilightForest:item.meefSteak, Meef Steak
TwilightForest:item.meefStroganoff, Meef Stroganoff
TwilightForest:item.mazeWafer, Maze Wafer
